nurse_id,date,ward,shift,duration_hours,week,start_time,end_time
N028,2025-06-09,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N015,2025-06-09,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N009,2025-06-09,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N029,2025-06-09,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N015,2025-06-09,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N023,2025-06-09,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N001,2025-06-09,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N005,2025-06-09,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N010,2025-06-09,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-09,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N012,2025-06-09,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N009,2025-06-09,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N019,2025-06-09,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N022,2025-06-09,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N015,2025-06-09,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N019,2025-06-09,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N030,2025-06-09,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N005,2025-06-09,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N005,2025-06-09,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N026,2025-06-10,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N023,2025-06-10,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N009,2025-06-10,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N008,2025-06-10,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N020,2025-06-10,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N012,2025-06-10,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N008,2025-06-10,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N023,2025-06-10,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N014,2025-06-10,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N021,2025-06-10,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N003,2025-06-10,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N014,2025-06-10,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N019,2025-06-10,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N027,2025-06-10,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N014,2025-06-10,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N029,2025-06-10,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N021,2025-06-10,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N019,2025-06-10,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N012,2025-06-10,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N025,2025-06-10,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N007,2025-06-10,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N008,2025-06-10,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N022,2025-06-10,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N014,2025-06-10,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N016,2025-06-10,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N004,2025-06-10,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N015,2025-06-10,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N005,2025-06-10,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N023,2025-06-10,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N016,2025-06-10,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N019,2025-06-10,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N008,2025-06-10,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N001,2025-06-10,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N009,2025-06-10,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N016,2025-06-10,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N013,2025-06-10,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N011,2025-06-10,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N012,2025-06-10,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N021,2025-06-10,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N021,2025-06-10,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N023,2025-06-11,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N022,2025-06-11,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N008,2025-06-11,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N018,2025-06-11,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-11,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N005,2025-06-11,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N003,2025-06-11,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N029,2025-06-11,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N023,2025-06-11,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N026,2025-06-11,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N024,2025-06-11,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N025,2025-06-11,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N007,2025-06-11,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N023,2025-06-11,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N001,2025-06-11,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N026,2025-06-11,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N007,2025-06-11,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N016,2025-06-11,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N006,2025-06-11,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N017,2025-06-11,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N023,2025-06-11,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N028,2025-06-11,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N025,2025-06-11,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N013,2025-06-11,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N004,2025-06-11,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N025,2025-06-11,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N030,2025-06-11,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N003,2025-06-11,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N006,2025-06-11,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N022,2025-06-11,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N018,2025-06-11,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-11,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N025,2025-06-11,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N021,2025-06-11,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N010,2025-06-11,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N022,2025-06-11,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N018,2025-06-11,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N007,2025-06-11,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N017,2025-06-11,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N028,2025-06-11,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N030,2025-06-12,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N011,2025-06-12,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N016,2025-06-12,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N020,2025-06-12,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N021,2025-06-12,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N024,2025-06-12,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N014,2025-06-12,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N007,2025-06-12,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N030,2025-06-12,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N024,2025-06-12,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N020,2025-06-12,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N026,2025-06-12,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N012,2025-06-12,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N013,2025-06-12,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N014,2025-06-12,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N009,2025-06-12,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N022,2025-06-12,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N021,2025-06-12,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N023,2025-06-12,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N013,2025-06-12,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N017,2025-06-12,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N007,2025-06-12,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N024,2025-06-12,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N008,2025-06-12,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N001,2025-06-12,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N017,2025-06-12,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N020,2025-06-12,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N004,2025-06-12,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N014,2025-06-12,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N025,2025-06-12,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N009,2025-06-12,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N013,2025-06-12,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N001,2025-06-12,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N026,2025-06-12,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N022,2025-06-12,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N025,2025-06-12,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N030,2025-06-12,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N024,2025-06-12,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N006,2025-06-12,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N005,2025-06-12,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N008,2025-06-13,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N010,2025-06-13,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N002,2025-06-13,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N023,2025-06-13,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N013,2025-06-13,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N003,2025-06-13,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N017,2025-06-13,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N020,2025-06-13,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N027,2025-06-13,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N023,2025-06-13,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N029,2025-06-13,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N017,2025-06-13,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N019,2025-06-13,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N002,2025-06-13,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N028,2025-06-13,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N006,2025-06-13,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N004,2025-06-13,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N030,2025-06-13,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N023,2025-06-13,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N017,2025-06-13,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N004,2025-06-13,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N011,2025-06-13,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N001,2025-06-13,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N015,2025-06-13,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N018,2025-06-13,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N011,2025-06-13,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N008,2025-06-13,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N012,2025-06-13,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N001,2025-06-13,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N019,2025-06-13,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N028,2025-06-13,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N006,2025-06-13,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N023,2025-06-13,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N020,2025-06-13,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N017,2025-06-13,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N009,2025-06-13,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N024,2025-06-13,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N016,2025-06-13,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N027,2025-06-13,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N004,2025-06-13,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N002,2025-06-14,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N001,2025-06-14,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N015,2025-06-14,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N029,2025-06-14,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N003,2025-06-14,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N019,2025-06-14,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N029,2025-06-14,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N013,2025-06-14,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N003,2025-06-14,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N027,2025-06-14,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N017,2025-06-14,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N001,2025-06-14,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N028,2025-06-14,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N003,2025-06-14,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N016,2025-06-14,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N014,2025-06-14,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N020,2025-06-14,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N018,2025-06-14,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N008,2025-06-14,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N001,2025-06-14,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N017,2025-06-14,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N024,2025-06-14,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N019,2025-06-14,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N011,2025-06-14,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N022,2025-06-14,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N007,2025-06-14,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N023,2025-06-14,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N001,2025-06-14,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-14,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N020,2025-06-14,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N023,2025-06-14,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-14,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N022,2025-06-14,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N001,2025-06-14,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N025,2025-06-14,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N026,2025-06-14,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N003,2025-06-14,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N018,2025-06-14,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N022,2025-06-14,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N029,2025-06-14,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N025,2025-06-15,A,Night,8,24,0 days 00:00:00,0 days 08:00:00
N015,2025-06-15,A,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N009,2025-06-15,A,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N011,2025-06-15,A,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N014,2025-06-15,A,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N024,2025-06-15,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N013,2025-06-15,B,Night,8,24,0 days 00:00:00,0 days 08:00:00
N016,2025-06-15,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N019,2025-06-15,B,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N011,2025-06-15,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N021,2025-06-15,B,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N013,2025-06-15,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N010,2025-06-15,B,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N030,2025-06-15,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N025,2025-06-15,B,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N030,2025-06-15,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N002,2025-06-15,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N018,2025-06-15,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N005,2025-06-15,C,Night,8,24,0 days 00:00:00,0 days 08:00:00
N023,2025-06-15,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N022,2025-06-15,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N013,2025-06-15,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N005,2025-06-15,C,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N011,2025-06-15,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N010,2025-06-15,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N019,2025-06-15,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N028,2025-06-15,C,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N030,2025-06-15,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N015,2025-06-15,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N005,2025-06-15,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N014,2025-06-15,C,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N013,2025-06-15,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N004,2025-06-15,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N015,2025-06-15,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N008,2025-06-15,C,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N014,2025-06-15,ICU,Night,8,24,0 days 00:00:00,0 days 08:00:00
N024,2025-06-15,ICU,Flex1,4,24,0 days 08:00:00,0 days 12:00:00
N029,2025-06-15,ICU,Flex2,4,24,0 days 12:00:00,0 days 16:00:00
N028,2025-06-15,ICU,Flex3,4,24,0 days 16:00:00,0 days 20:00:00
N003,2025-06-15,ICU,Flex4,4,24,0 days 20:00:00,1 days 00:00:00
N027,2025-06-16,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N023,2025-06-16,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N001,2025-06-16,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N010,2025-06-16,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N014,2025-06-16,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N001,2025-06-16,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N018,2025-06-16,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N002,2025-06-16,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N017,2025-06-16,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N018,2025-06-16,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N020,2025-06-16,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N017,2025-06-16,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N021,2025-06-16,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N001,2025-06-16,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N019,2025-06-16,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N004,2025-06-16,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N016,2025-06-16,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N021,2025-06-16,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N024,2025-06-16,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N010,2025-06-16,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N014,2025-06-16,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N019,2025-06-16,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N008,2025-06-16,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N011,2025-06-16,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N007,2025-06-16,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N030,2025-06-16,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N016,2025-06-16,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N014,2025-06-16,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N024,2025-06-16,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N005,2025-06-16,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N008,2025-06-16,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N027,2025-06-16,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N023,2025-06-16,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N001,2025-06-16,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N024,2025-06-16,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N020,2025-06-16,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N003,2025-06-16,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N022,2025-06-16,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N002,2025-06-16,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N020,2025-06-16,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N006,2025-06-17,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N002,2025-06-17,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N023,2025-06-17,A,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N007,2025-06-17,A,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N016,2025-06-17,A,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N024,2025-06-17,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N021,2025-06-17,B,Night,8,25,0 days 00:00:00,0 days 08:00:00
N013,2025-06-17,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N004,2025-06-17,B,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N010,2025-06-17,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N017,2025-06-17,B,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N013,2025-06-17,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N024,2025-06-17,B,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N011,2025-06-17,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N016,2025-06-17,B,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N029,2025-06-17,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N004,2025-06-17,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N013,2025-06-17,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N020,2025-06-17,C,Night,8,25,0 days 00:00:00,0 days 08:00:00
N020,2025-06-17,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N010,2025-06-17,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N018,2025-06-17,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N025,2025-06-17,C,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N013,2025-06-17,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N021,2025-06-17,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N008,2025-06-17,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N014,2025-06-17,C,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N021,2025-06-17,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N008,2025-06-17,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N026,2025-06-17,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N020,2025-06-17,C,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N011,2025-06-17,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N010,2025-06-17,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N001,2025-06-17,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N022,2025-06-17,C,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N021,2025-06-17,ICU,Night,8,25,0 days 00:00:00,0 days 08:00:00
N024,2025-06-17,ICU,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
N029,2025-06-17,ICU,Flex2,4,25,0 days 12:00:00,0 days 16:00:00
N006,2025-06-17,ICU,Flex3,4,25,0 days 16:00:00,0 days 20:00:00
N016,2025-06-17,ICU,Flex4,4,25,0 days 20:00:00,1 days 00:00:00
N016,2025-06-18,A,Night,8,25,0 days 00:00:00,0 days 08:00:00
N017,2025-06-18,A,Flex1,4,25,0 days 08:00:00,0 days 12:00:00
