nurse_id,date,ward,shift,duration_hours,week,start_time,end_time,label,hours_last_2wks,days_since_last_shift,consecutive_work_days,day_of_week,shift_Flex1,shift_Flex2,shift_Flex3,shift_Flex4,shift_Night,ward_A,ward_B,ward_C,ward_ICU,preferred_shift,preference_match
N030,2025-06-20,ICU,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,84,1.0,1,4,False,False,True,False,False,False,False,False,True,,0
N018,2025-06-20,ICU,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,76,2.0,0,4,False,False,False,True,False,False,False,False,True,,0
N006,2025-06-21,A,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,56,2.0,0,5,False,False,False,False,True,True,False,False,False,,0
N003,2025-06-21,A,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,1,5,True,False,False,False,False,True,False,False,False,,0
N026,2025-06-21,A,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,64,1.0,4,5,False,True,False,False,False,True,False,False,False,,0
N028,2025-06-21,A,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,56,1.0,3,5,False,False,True,False,False,True,False,False,False,,0
N009,2025-06-21,A,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,1,5,False,False,False,True,False,True,False,False,False,,0
N017,2025-06-21,B,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,76,2.0,0,5,False,False,False,False,True,False,True,False,False,,0
N010,2025-06-21,B,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,5,False,False,False,False,True,False,True,False,False,,0
N004,2025-06-21,B,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,68,1.0,1,5,True,False,False,False,False,False,True,False,False,,0
N003,2025-06-21,B,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,1,5,True,False,False,False,False,False,True,False,False,,0
N007,2025-06-21,B,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,1.0,5,5,False,True,False,False,False,False,True,False,False,,0
N010,2025-06-21,B,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,5,False,True,False,False,False,False,True,False,False,,0
N008,2025-06-21,B,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,92,1.0,1,5,False,False,True,False,False,False,True,False,False,,0
N014,2025-06-21,B,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,112,1.0,1,5,False,False,True,False,False,False,True,False,False,,0
N018,2025-06-21,B,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,76,1.0,1,5,False,False,False,True,False,False,True,False,False,,0
N023,2025-06-21,B,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,112,2.0,0,5,False,False,False,True,False,False,True,False,False,,0
N015,2025-06-21,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,84,1.0,1,5,False,False,False,False,True,False,False,True,False,,0
N013,2025-06-21,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,96,1.0,1,5,False,False,False,False,True,False,False,True,False,,0
N024,2025-06-21,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,104,2.0,0,5,False,False,False,False,True,False,False,True,False,,0
N026,2025-06-21,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,64,1.0,4,5,False,False,False,False,True,False,False,True,False,,0
N007,2025-06-21,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,68,1.0,5,5,True,False,False,False,False,False,False,True,False,,0
N013,2025-06-21,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,96,1.0,1,5,True,False,False,False,False,False,False,True,False,,0
N024,2025-06-21,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,104,2.0,0,5,True,False,False,False,False,False,False,True,False,,0
N028,2025-06-21,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,56,1.0,3,5,True,False,False,False,False,False,False,True,False,,0
N017,2025-06-21,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,76,2.0,0,5,False,True,False,False,False,False,False,True,False,,0
N001,2025-06-21,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,120,1.0,1,5,False,True,False,False,False,False,False,True,False,,0
N011,2025-06-21,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,3.0,0,5,False,True,False,False,False,False,False,True,False,,0
N009,2025-06-21,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,1.0,1,5,False,True,False,False,False,False,False,True,False,,0
N009,2025-06-21,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,68,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N018,2025-06-21,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,76,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N012,2025-06-21,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,64,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N015,2025-06-21,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,84,1.0,1,5,False,False,True,False,False,False,False,True,False,,0
N025,2025-06-21,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,60,2.0,0,5,False,False,False,True,False,False,False,True,False,,0
N003,2025-06-21,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,1,5,False,False,False,True,False,False,False,True,False,,0
N004,2025-06-21,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,1,5,False,False,False,True,False,False,False,True,False,,0
N028,2025-06-21,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,56,1.0,3,5,False,False,False,True,False,False,False,True,False,,0
N003,2025-06-21,ICU,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,80,1.0,1,5,False,False,False,False,True,False,False,False,True,,0
N005,2025-06-21,ICU,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,92,1.0,1,5,True,False,False,False,False,False,False,False,True,,0
N028,2025-06-21,ICU,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,56,1.0,3,5,False,True,False,False,False,False,False,False,True,,0
N013,2025-06-21,ICU,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,96,1.0,1,5,False,False,True,False,False,False,False,False,True,,0
N015,2025-06-21,ICU,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,1,5,False,False,False,True,False,False,False,False,True,,0
N016,2025-06-22,A,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,92,3.0,0,6,False,False,False,False,True,True,False,False,False,,0
N018,2025-06-22,A,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,84,1.0,1,6,True,False,False,False,False,True,False,False,False,,0
N014,2025-06-22,A,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,116,1.0,2,6,False,True,False,False,False,True,False,False,False,,0
N004,2025-06-22,A,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,6,False,False,True,False,False,True,False,False,False,,0
N026,2025-06-22,A,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,1,6,False,False,False,True,False,True,False,False,False,,0
N018,2025-06-22,B,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,84,1.0,1,6,False,False,False,False,True,False,True,False,False,,0
N007,2025-06-22,B,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,76,1.0,1,6,False,False,False,False,True,False,True,False,False,,0
N007,2025-06-22,B,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,76,1.0,1,6,True,False,False,False,False,False,True,False,False,,0
N005,2025-06-22,B,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,92,1.0,2,6,True,False,False,False,False,False,True,False,False,,0
N020,2025-06-22,B,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,96,2.0,0,6,False,True,False,False,False,False,True,False,False,,0
N027,2025-06-22,B,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,64,2.0,0,6,False,True,False,False,False,False,True,False,False,,0
N016,2025-06-22,B,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,92,3.0,0,6,False,False,True,False,False,False,True,False,False,,0
N004,2025-06-22,B,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,6,False,False,True,False,False,False,True,False,False,,0
N023,2025-06-22,B,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,116,1.0,1,6,False,False,False,True,False,False,True,False,False,,0
N016,2025-06-22,B,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,92,3.0,0,6,False,False,False,True,False,False,True,False,False,,0
N028,2025-06-22,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,68,1.0,1,6,False,False,False,False,True,False,False,True,False,,0
N016,2025-06-22,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,92,3.0,0,6,False,False,False,False,True,False,False,True,False,,0
N023,2025-06-22,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,116,1.0,1,6,False,False,False,False,True,False,False,True,False,,0
N012,2025-06-22,C,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,64,1.0,2,6,False,False,False,False,True,False,False,True,False,,0
N003,2025-06-22,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,92,1.0,1,6,True,False,False,False,False,False,False,True,False,,0
N017,2025-06-22,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,84,1.0,1,6,True,False,False,False,False,False,False,True,False,,0
N030,2025-06-22,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,76,2.0,0,6,True,False,False,False,False,False,False,True,False,,0
N027,2025-06-22,C,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,64,2.0,0,6,True,False,False,False,False,False,False,True,False,,0
N013,2025-06-22,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,108,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N012,2025-06-22,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,64,1.0,2,6,False,True,False,False,False,False,False,True,False,,0
N026,2025-06-22,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N011,2025-06-22,C,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,1.0,1,6,False,True,False,False,False,False,False,True,False,,0
N020,2025-06-22,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,96,2.0,0,6,False,False,True,False,False,False,False,True,False,,0
N001,2025-06-22,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,108,1.0,2,6,False,False,True,False,False,False,False,True,False,,0
N023,2025-06-22,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,116,1.0,1,6,False,False,True,False,False,False,False,True,False,,0
N003,2025-06-22,C,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,92,1.0,1,6,False,False,True,False,False,False,False,True,False,,0
N013,2025-06-22,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,108,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N026,2025-06-22,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N017,2025-06-22,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,84,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N025,2025-06-22,C,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,64,1.0,1,6,False,False,False,True,False,False,False,True,False,,0
N009,2025-06-22,ICU,Night,8,25.0,0 days 00:00:00,0 days 08:00:00,1,72,1.0,1,6,False,False,False,False,True,False,False,False,True,,0
N009,2025-06-22,ICU,Flex1,4,25.0,0 days 08:00:00,0 days 12:00:00,1,72,1.0,1,6,True,False,False,False,False,False,False,False,True,,0
N026,2025-06-22,ICU,Flex2,4,25.0,0 days 12:00:00,0 days 16:00:00,1,68,1.0,1,6,False,True,False,False,False,False,False,False,True,,0
N001,2025-06-22,ICU,Flex3,4,25.0,0 days 16:00:00,0 days 20:00:00,1,108,1.0,2,6,False,False,True,False,False,False,False,False,True,,0
N022,2025-06-22,ICU,Flex4,4,25.0,0 days 20:00:00,1 days 00:00:00,1,96,2.0,0,6,False,False,False,True,False,False,False,False,True,,0
N003,2025-06-23,A,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,0,False,False,False,False,True,True,False,False,False,,0
N021,2025-06-23,A,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,100,3.0,0,0,True,False,False,False,False,True,False,False,False,,0
N003,2025-06-23,A,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,0,False,True,False,False,False,True,False,False,False,,0
N004,2025-06-23,A,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,80,1.0,1,0,False,False,True,False,False,True,False,False,False,,0
N012,2025-06-23,A,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,72,1.0,1,0,False,False,False,True,False,True,False,False,False,,0
N024,2025-06-23,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,108,2.0,0,0,False,False,False,False,True,False,True,False,False,,0
N008,2025-06-23,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,88,2.0,0,0,False,False,False,False,True,False,True,False,False,,0
N025,2025-06-23,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,68,1.0,2,0,True,False,False,False,False,False,True,False,False,,0
N012,2025-06-23,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,72,1.0,1,0,True,False,False,False,False,False,True,False,False,,0
N021,2025-06-23,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,100,3.0,0,0,False,True,False,False,False,False,True,False,False,,0
N019,2025-06-23,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,60,5.0,0,0,False,True,False,False,False,False,True,False,False,,0
N027,2025-06-23,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,68,1.0,1,0,False,False,True,False,False,False,True,False,False,,0
N028,2025-06-23,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,68,1.0,2,0,False,False,True,False,False,False,True,False,False,,0
N028,2025-06-23,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,68,1.0,2,0,False,False,False,True,False,False,True,False,False,,0
N015,2025-06-23,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,76,2.0,0,0,False,False,False,True,False,False,True,False,False,,0
N003,2025-06-23,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,0,False,False,False,False,True,False,False,True,False,,0
N020,2025-06-23,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,0,False,False,False,False,True,False,False,True,False,,0
N011,2025-06-23,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,72,1.0,2,0,False,False,False,False,True,False,False,True,False,,0
N010,2025-06-23,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,84,2.0,0,0,False,False,False,False,True,False,False,True,False,,0
N012,2025-06-23,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,72,1.0,1,0,True,False,False,False,False,False,False,True,False,,0
N025,2025-06-23,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,68,1.0,2,0,True,False,False,False,False,False,False,True,False,,0
N029,2025-06-23,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,60,4.0,0,0,True,False,False,False,False,False,False,True,False,,0
N001,2025-06-23,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,104,1.0,1,0,True,False,False,False,False,False,False,True,False,,0
N020,2025-06-23,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,0,False,True,False,False,False,False,False,True,False,,0
N018,2025-06-23,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,92,1.0,1,0,False,True,False,False,False,False,False,True,False,,0
N011,2025-06-23,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,72,1.0,2,0,False,True,False,False,False,False,False,True,False,,0
N012,2025-06-23,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,72,1.0,1,0,False,True,False,False,False,False,False,True,False,,0
N018,2025-06-23,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,92,1.0,1,0,False,False,True,False,False,False,False,True,False,,0
N012,2025-06-23,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,0,False,False,True,False,False,False,False,True,False,,0
N027,2025-06-23,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,68,1.0,1,0,False,False,True,False,False,False,False,True,False,,0
N011,2025-06-23,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,2,0,False,False,True,False,False,False,False,True,False,,0
N008,2025-06-23,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,88,2.0,0,0,False,False,False,True,False,False,False,True,False,,0
N001,2025-06-23,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,104,1.0,1,0,False,False,False,True,False,False,False,True,False,,0
N026,2025-06-23,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,80,1.0,1,0,False,False,False,True,False,False,False,True,False,,0
N016,2025-06-23,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,116,1.0,1,0,False,False,False,True,False,False,False,True,False,,0
N020,2025-06-23,ICU,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,92,1.0,1,0,False,False,False,False,True,False,False,False,True,,0
N009,2025-06-23,ICU,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,76,1.0,1,0,True,False,False,False,False,False,False,False,True,,0
N021,2025-06-23,ICU,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,100,3.0,0,0,False,True,False,False,False,False,False,False,True,,0
N020,2025-06-23,ICU,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,92,1.0,1,0,False,False,True,False,False,False,False,False,True,,0
N015,2025-06-23,ICU,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,76,2.0,0,0,False,False,False,True,False,False,False,False,True,,0
N001,2025-06-24,A,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,108,1.0,1,1,False,False,False,False,True,True,False,False,False,,0
N007,2025-06-24,A,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,72,2.0,0,1,True,False,False,False,False,True,False,False,False,,0
N008,2025-06-24,A,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,80,1.0,1,1,False,True,False,False,False,True,False,False,False,,0
N026,2025-06-24,A,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,76,1.0,2,1,False,False,True,False,False,True,False,False,False,,0
N025,2025-06-24,A,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,72,1.0,1,1,False,False,False,True,False,True,False,False,False,,0
N015,2025-06-24,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,80,1.0,1,1,False,False,False,False,True,False,True,False,False,,0
N017,2025-06-24,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,92,2.0,0,1,False,False,False,False,True,False,True,False,False,,0
N027,2025-06-24,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,72,1.0,1,1,True,False,False,False,False,False,True,False,False,,0
N018,2025-06-24,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,100,1.0,1,1,True,False,False,False,False,False,True,False,False,,0
N029,2025-06-24,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,56,1.0,1,1,False,True,False,False,False,False,True,False,False,,0
N020,2025-06-24,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,112,1.0,1,1,False,True,False,False,False,False,True,False,False,,0
N011,2025-06-24,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,84,1.0,1,1,False,False,True,False,False,False,True,False,False,,0
N030,2025-06-24,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,2.0,0,1,False,False,True,False,False,False,True,False,False,,0
N026,2025-06-24,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,76,1.0,2,1,False,False,False,True,False,False,True,False,False,,0
N003,2025-06-24,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,108,1.0,1,1,False,False,False,True,False,False,True,False,False,,0
N020,2025-06-24,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,112,1.0,1,1,False,False,False,False,True,False,False,True,False,,0
N022,2025-06-24,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,72,2.0,0,1,False,False,False,False,True,False,False,True,False,,0
N002,2025-06-24,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,40,5.0,0,1,False,False,False,False,True,False,False,True,False,,0
N027,2025-06-24,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,72,1.0,1,1,False,False,False,False,True,False,False,True,False,,0
N005,2025-06-24,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,76,2.0,0,1,True,False,False,False,False,False,False,True,False,,0
N006,2025-06-24,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,52,3.0,0,1,True,False,False,False,False,False,False,True,False,,0
N019,2025-06-24,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,48,1.0,1,1,True,False,False,False,False,False,False,True,False,,0
N020,2025-06-24,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,112,1.0,1,1,True,False,False,False,False,False,False,True,False,,0
N008,2025-06-24,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,80,1.0,1,1,False,True,False,False,False,False,False,True,False,,0
N001,2025-06-24,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,108,1.0,1,1,False,True,False,False,False,False,False,True,False,,0
N019,2025-06-24,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,48,1.0,1,1,False,True,False,False,False,False,False,True,False,,0
N020,2025-06-24,C,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,112,1.0,1,1,False,True,False,False,False,False,False,True,False,,0
N009,2025-06-24,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,2,1,False,False,True,False,False,False,False,True,False,,0
N007,2025-06-24,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,2.0,0,1,False,False,True,False,False,False,False,True,False,,0
N018,2025-06-24,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,100,1.0,1,1,False,False,True,False,False,False,False,True,False,,0
N022,2025-06-24,C,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,2.0,0,1,False,False,True,False,False,False,False,True,False,,0
N005,2025-06-24,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,76,2.0,0,1,False,False,False,True,False,False,False,True,False,,0
N023,2025-06-24,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,112,2.0,0,1,False,False,False,True,False,False,False,True,False,,0
N026,2025-06-24,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,76,1.0,2,1,False,False,False,True,False,False,False,True,False,,0
N016,2025-06-24,C,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,108,1.0,2,1,False,False,False,True,False,False,False,True,False,,0
N024,2025-06-24,ICU,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,116,1.0,1,1,False,False,False,False,True,False,False,False,True,,0
N005,2025-06-24,ICU,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,76,2.0,0,1,True,False,False,False,False,False,False,False,True,,0
N027,2025-06-24,ICU,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,72,1.0,1,1,False,True,False,False,False,False,False,False,True,,0
N025,2025-06-24,ICU,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,1,False,False,True,False,False,False,False,False,True,,0
N019,2025-06-24,ICU,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,48,1.0,1,1,False,False,False,True,False,False,False,False,True,,0
N022,2025-06-25,A,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,68,1.0,1,2,False,False,False,False,True,True,False,False,False,,0
N015,2025-06-25,A,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,80,1.0,2,2,True,False,False,False,False,True,False,False,False,,0
N006,2025-06-25,A,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,44,1.0,1,2,False,True,False,False,False,True,False,False,False,,0
N001,2025-06-25,A,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,116,1.0,1,2,False,False,True,False,False,True,False,False,False,,0
N018,2025-06-25,A,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,96,1.0,1,2,False,False,False,True,False,True,False,False,False,,0
N018,2025-06-25,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,96,1.0,1,2,False,False,False,False,True,False,True,False,False,,0
N028,2025-06-25,B,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,68,2.0,0,2,False,False,False,False,True,False,True,False,False,,0
N026,2025-06-25,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,76,1.0,1,2,True,False,False,False,False,False,True,False,False,,0
N004,2025-06-25,B,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,76,2.0,0,2,True,False,False,False,False,False,True,False,False,,0
N029,2025-06-25,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,56,1.0,2,2,False,True,False,False,False,False,True,False,False,,0
N002,2025-06-25,B,Flex2,4,26.0,0 days 12:00:00,0 days 16:00:00,1,48,1.0,1,2,False,True,False,False,False,False,True,False,False,,0
N030,2025-06-25,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,72,1.0,1,2,False,False,True,False,False,False,True,False,False,,0
N015,2025-06-25,B,Flex3,4,26.0,0 days 16:00:00,0 days 20:00:00,1,80,1.0,2,2,False,False,True,False,False,False,True,False,False,,0
N001,2025-06-25,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,116,1.0,1,2,False,False,False,True,False,False,True,False,False,,0
N010,2025-06-25,B,Flex4,4,26.0,0 days 20:00:00,1 days 00:00:00,1,88,2.0,0,2,False,False,False,True,False,False,True,False,False,,0
N006,2025-06-25,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,44,1.0,1,2,False,False,False,False,True,False,False,True,False,,0
N026,2025-06-25,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,76,1.0,1,2,False,False,False,False,True,False,False,True,False,,0
N007,2025-06-25,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,64,1.0,1,2,False,False,False,False,True,False,False,True,False,,0
N010,2025-06-25,C,Night,8,26.0,0 days 00:00:00,0 days 08:00:00,1,88,2.0,0,2,False,False,False,False,True,False,False,True,False,,0
N011,2025-06-25,C,Flex1,4,26.0,0 days 08:00:00,0 days 12:00:00,1,88,1.0,2,2,True,False,False,False,False,False,False,True,False,,0
