nurse_id,date,preferred_shift,preferred_ward,duration_hours,start_time,end_time
N019,2025-09-23,Flex4,ICU,7,12:00,19:00
N019,2025-09-24,Flex2,B,5,10:00,15:00
N019,2025-09-25,Flex4,ICU,7,12:00,19:00
N019,2025-09-26,PM,B,8,15:00,23:00
N019,2025-09-27,Flex4,ICU,7,12:00,19:00
N019,2025-09-28,Flex5,C,8,07:00,15:00
N019,2025-09-29,Flex2,B,5,10:00,15:00
N019,2025-09-30,Flex2,C,5,10:00,15:00
N019,2025-10-01,Flex3,B,6,09:00,15:00
N019,2025-10-02,AM,B,8,07:00,15:00
N019,2025-10-03,Flex5,C,8,07:00,15:00
N019,2025-10-04,Flex3,ICU,6,09:00,15:00
N019,2025-10-05,Flex6,B,12,07:00,19:00
N020,2025-09-08,PM,ICU,8,15:00,23:00
N020,2025-09-09,AM,B,8,07:00,15:00
N020,2025-09-10,Flex4,ICU,7,12:00,19:00
N020,2025-09-11,Flex6,ICU,12,07:00,19:00
N020,2025-09-12,Night,A,12,20:00,08:00
N020,2025-09-13,PM,ICU,8,15:00,23:00
N020,2025-09-14,Flex3,C,6,09:00,15:00
N020,2025-09-15,AM,A,8,07:00,15:00
N020,2025-09-16,PM,A,8,15:00,23:00
N020,2025-09-17,PM,ICU,8,15:00,23:00
N020,2025-09-18,Flex6,A,12,07:00,19:00
N020,2025-09-19,Night,ICU,12,20:00,08:00
N020,2025-09-20,Flex4,A,7,12:00,19:00
N020,2025-09-21,Night,B,12,20:00,08:00
N020,2025-09-22,PM,ICU,8,15:00,23:00
N020,2025-09-23,Flex6,B,12,07:00,19:00
N020,2025-09-24,AM,ICU,8,07:00,15:00
N020,2025-09-25,Night,ICU,12,20:00,08:00
N020,2025-09-26,Flex2,ICU,5,10:00,15:00
N020,2025-09-27,Night,B,12,20:00,08:00
N020,2025-09-28,Flex6,B,12,07:00,19:00
N020,2025-09-29,AM,B,8,07:00,15:00
N020,2025-09-30,Flex2,A,5,10:00,15:00
N020,2025-10-01,Flex2,B,5,10:00,15:00
N020,2025-10-02,AM,A,8,07:00,15:00
N020,2025-10-03,PM,A,8,15:00,23:00
N020,2025-10-04,Flex1,A,4,07:00,11:00
N020,2025-10-05,PM,ICU,8,15:00,23:00
N021,2025-09-08,Flex5,A,8,07:00,15:00
N021,2025-09-09,Flex6,C,12,07:00,19:00
N021,2025-09-10,Flex5,C,8,07:00,15:00
N021,2025-09-11,Flex1,A,4,07:00,11:00
N021,2025-09-12,Night,C,12,20:00,08:00
N021,2025-09-13,Flex2,ICU,5,10:00,15:00
N021,2025-09-14,Flex5,B,8,07:00,15:00
N021,2025-09-15,AM,B,8,07:00,15:00
N021,2025-09-16,PM,C,8,15:00,23:00
N021,2025-09-17,Flex4,B,7,12:00,19:00
N021,2025-09-18,Flex3,B,6,09:00,15:00
N021,2025-09-19,AM,B,8,07:00,15:00
N021,2025-09-20,Night,C,12,20:00,08:00
N021,2025-09-21,Flex6,A,12,07:00,19:00
N021,2025-09-22,Flex1,B,4,07:00,11:00
N021,2025-09-23,Flex5,B,8,07:00,15:00
N021,2025-09-24,Flex6,ICU,12,07:00,19:00
N021,2025-09-25,Flex2,ICU,5,10:00,15:00
N021,2025-09-26,Flex4,ICU,7,12:00,19:00
N021,2025-09-27,Flex5,B,8,07:00,15:00
N021,2025-09-28,Flex5,A,8,07:00,15:00
N021,2025-09-29,Flex5,A,8,07:00,15:00
N021,2025-09-30,AM,B,8,07:00,15:00
N021,2025-10-01,Night,C,12,20:00,08:00
N021,2025-10-02,Flex4,B,7,12:00,19:00
N021,2025-10-03,Flex5,A,8,07:00,15:00
N021,2025-10-04,AM,A,8,07:00,15:00
N021,2025-10-05,Flex1,A,4,07:00,11:00
N022,2025-09-08,Flex2,C,5,10:00,15:00
N022,2025-09-09,Flex2,ICU,5,10:00,15:00
N022,2025-09-10,PM,C,8,15:00,23:00
N022,2025-09-11,PM,ICU,8,15:00,23:00
N022,2025-09-12,Flex5,C,8,07:00,15:00
N022,2025-09-13,Night,C,12,20:00,08:00
N022,2025-09-14,Flex3,B,6,09:00,15:00
N022,2025-09-15,Flex1,C,4,07:00,11:00
N022,2025-09-16,AM,A,8,07:00,15:00
N022,2025-09-17,Flex1,B,4,07:00,11:00
N022,2025-09-18,Flex4,ICU,7,12:00,19:00
N022,2025-09-19,Flex6,B,12,07:00,19:00
N022,2025-09-20,Flex5,C,8,07:00,15:00
N022,2025-09-21,PM,A,8,15:00,23:00
N022,2025-09-22,Flex5,A,8,07:00,15:00
N022,2025-09-23,AM,C,8,07:00,15:00
N022,2025-09-24,PM,C,8,15:00,23:00
N022,2025-09-25,Flex6,B,12,07:00,19:00
N022,2025-09-26,AM,A,8,07:00,15:00
N022,2025-09-27,Flex4,A,7,12:00,19:00
N022,2025-09-28,Flex3,A,6,09:00,15:00
N022,2025-09-29,Flex1,B,4,07:00,11:00
N022,2025-09-30,AM,ICU,8,07:00,15:00
N022,2025-10-01,AM,A,8,07:00,15:00
N022,2025-10-02,PM,B,8,15:00,23:00
N022,2025-10-03,PM,ICU,8,15:00,23:00
N022,2025-10-04,Flex1,C,4,07:00,11:00
N022,2025-10-05,Night,A,12,20:00,08:00
N023,2025-09-08,Flex3,C,6,09:00,15:00
N023,2025-09-09,Flex2,A,5,10:00,15:00
N023,2025-09-10,PM,ICU,8,15:00,23:00
N023,2025-09-11,Flex6,C,12,07:00,19:00
N023,2025-09-12,Flex2,C,5,10:00,15:00
N023,2025-09-13,Flex2,B,5,10:00,15:00
N023,2025-09-14,Flex3,ICU,6,09:00,15:00
N023,2025-09-15,Flex4,B,7,12:00,19:00
N023,2025-09-16,Flex2,B,5,10:00,15:00
N023,2025-09-17,Flex4,A,7,12:00,19:00
N023,2025-09-18,Flex4,A,7,12:00,19:00
N023,2025-09-19,Flex5,B,8,07:00,15:00
N023,2025-09-20,PM,ICU,8,15:00,23:00
N023,2025-09-21,AM,B,8,07:00,15:00
N023,2025-09-22,Night,ICU,12,20:00,08:00
N023,2025-09-23,PM,ICU,8,15:00,23:00
N023,2025-09-24,PM,B,8,15:00,23:00
N023,2025-09-25,AM,B,8,07:00,15:00
N023,2025-09-26,Flex1,A,4,07:00,11:00
N023,2025-09-27,Night,C,12,20:00,08:00
N023,2025-09-28,Flex3,C,6,09:00,15:00
N023,2025-09-29,Flex6,ICU,12,07:00,19:00
N023,2025-09-30,AM,A,8,07:00,15:00
N023,2025-10-01,Flex5,B,8,07:00,15:00
N023,2025-10-02,Flex4,ICU,7,12:00,19:00
N023,2025-10-03,Flex2,C,5,10:00,15:00
N023,2025-10-04,Flex1,ICU,4,07:00,11:00
N023,2025-10-05,Flex5,C,8,07:00,15:00
N024,2025-09-08,Flex5,ICU,8,07:00,15:00
N024,2025-09-09,Flex5,A,8,07:00,15:00
N024,2025-09-10,AM,C,8,07:00,15:00
N024,2025-09-11,Flex2,ICU,5,10:00,15:00
N024,2025-09-12,Flex1,A,4,07:00,11:00
N024,2025-09-13,Flex5,C,8,07:00,15:00
N024,2025-09-14,AM,C,8,07:00,15:00
N024,2025-09-15,Flex2,A,5,10:00,15:00
N024,2025-09-16,Flex1,ICU,4,07:00,11:00
N024,2025-09-17,Flex4,B,7,12:00,19:00
N024,2025-09-18,PM,B,8,15:00,23:00
N024,2025-09-19,Flex1,A,4,07:00,11:00
N024,2025-09-20,Night,C,12,20:00,08:00
N024,2025-09-21,Flex4,C,7,12:00,19:00
N024,2025-09-22,Night,B,12,20:00,08:00
N024,2025-09-23,Flex4,ICU,7,12:00,19:00
N024,2025-09-24,AM,A,8,07:00,15:00
N024,2025-09-25,Flex1,ICU,4,07:00,11:00
N024,2025-09-26,Flex4,C,7,12:00,19:00
N024,2025-09-27,AM,ICU,8,07:00,15:00
N024,2025-09-28,Flex6,B,12,07:00,19:00
N024,2025-09-29,Night,B,12,20:00,08:00
N024,2025-09-30,Flex5,B,8,07:00,15:00
N024,2025-10-01,Flex4,ICU,7,12:00,19:00
N024,2025-10-02,Flex3,C,6,09:00,15:00
N024,2025-10-03,Night,A,12,20:00,08:00
N024,2025-10-04,AM,ICU,8,07:00,15:00
N024,2025-10-05,Flex4,ICU,7,12:00,19:00
N025,2025-09-08,Flex3,ICU,6,09:00,15:00
N025,2025-09-09,Flex2,C,5,10:00,15:00
N025,2025-09-10,PM,C,8,15:00,23:00
N025,2025-09-11,Flex6,A,12,07:00,19:00
N025,2025-09-12,Flex3,B,6,09:00,15:00
N025,2025-09-13,PM,C,8,15:00,23:00
N025,2025-09-14,Flex3,B,6,09:00,15:00
N025,2025-09-15,Flex2,ICU,5,10:00,15:00
N025,2025-09-16,Flex6,C,12,07:00,19:00
N025,2025-09-17,Flex2,ICU,5,10:00,15:00
N025,2025-09-18,PM,B,8,15:00,23:00
N025,2025-09-19,AM,B,8,07:00,15:00
N025,2025-09-20,Flex4,C,7,12:00,19:00
N025,2025-09-21,Flex6,ICU,12,07:00,19:00
N025,2025-09-22,PM,C,8,15:00,23:00
N025,2025-09-23,Flex1,A,4,07:00,11:00
N025,2025-09-24,Flex1,B,4,07:00,11:00
N025,2025-09-25,AM,ICU,8,07:00,15:00
N025,2025-09-26,Flex3,B,6,09:00,15:00
N025,2025-09-27,Flex1,C,4,07:00,11:00
N025,2025-09-28,AM,ICU,8,07:00,15:00
N025,2025-09-29,Flex1,ICU,4,07:00,11:00
N025,2025-09-30,Night,ICU,12,20:00,08:00
N025,2025-10-01,Flex2,C,5,10:00,15:00
N025,2025-10-02,Flex6,C,12,07:00,19:00
N025,2025-10-03,Flex5,C,8,07:00,15:00
N025,2025-10-04,AM,C,8,07:00,15:00
N025,2025-10-05,Flex4,C,7,12:00,19:00
N026,2025-09-08,Night,ICU,12,20:00,08:00
N026,2025-09-09,AM,ICU,8,07:00,15:00
N026,2025-09-10,PM,B,8,15:00,23:00
N026,2025-09-11,Flex4,ICU,7,12:00,19:00
N026,2025-09-12,Flex6,C,12,07:00,19:00
N026,2025-09-13,AM,ICU,8,07:00,15:00
N026,2025-09-14,Flex2,C,5,10:00,15:00
N026,2025-09-15,Flex6,ICU,12,07:00,19:00
N026,2025-09-16,Flex5,B,8,07:00,15:00
N026,2025-09-17,Flex4,ICU,7,12:00,19:00
N026,2025-09-18,Flex5,B,8,07:00,15:00
N026,2025-09-19,Flex5,C,8,07:00,15:00
N026,2025-09-20,PM,C,8,15:00,23:00
N026,2025-09-21,PM,B,8,15:00,23:00
N026,2025-09-22,Flex1,ICU,4,07:00,11:00
N026,2025-09-23,Flex1,ICU,4,07:00,11:00
N026,2025-09-24,Flex1,B,4,07:00,11:00
N026,2025-09-25,Flex6,ICU,12,07:00,19:00
N026,2025-09-26,Flex5,ICU,8,07:00,15:00
N026,2025-09-27,AM,ICU,8,07:00,15:00
N026,2025-09-28,Flex5,ICU,8,07:00,15:00
N026,2025-09-29,AM,B,8,07:00,15:00
N026,2025-09-30,Flex1,C,4,07:00,11:00
N026,2025-10-01,AM,ICU,8,07:00,15:00
N026,2025-10-02,Flex3,ICU,6,09:00,15:00
N026,2025-10-03,PM,C,8,15:00,23:00
N026,2025-10-04,Flex3,ICU,6,09:00,15:00
N026,2025-10-05,AM,ICU,8,07:00,15:00
N027,2025-09-08,PM,ICU,8,15:00,23:00
N027,2025-09-09,Flex5,ICU,8,07:00,15:00
N027,2025-09-10,Flex1,B,4,07:00,11:00
N027,2025-09-11,PM,ICU,8,15:00,23:00
N027,2025-09-12,PM,B,8,15:00,23:00
N027,2025-09-13,Flex4,C,7,12:00,19:00
N027,2025-09-14,Flex2,B,5,10:00,15:00
N027,2025-09-15,Night,C,12,20:00,08:00
N027,2025-09-16,Flex4,B,7,12:00,19:00
N027,2025-09-17,PM,ICU,8,15:00,23:00
N027,2025-09-18,Flex5,A,8,07:00,15:00
N027,2025-09-19,AM,A,8,07:00,15:00
N027,2025-09-20,Flex3,B,6,09:00,15:00
N027,2025-09-21,Flex2,C,5,10:00,15:00
N027,2025-09-22,Flex5,C,8,07:00,15:00
N027,2025-09-23,Flex5,C,8,07:00,15:00
N027,2025-09-24,Flex6,ICU,12,07:00,19:00
N027,2025-09-25,AM,B,8,07:00,15:00
N027,2025-09-26,Flex5,ICU,8,07:00,15:00
N027,2025-09-27,Flex4,A,7,12:00,19:00
N027,2025-09-28,Night,ICU,12,20:00,08:00
N027,2025-09-29,Night,ICU,12,20:00,08:00
N027,2025-09-30,Flex3,ICU,6,09:00,15:00
N027,2025-10-01,Flex5,A,8,07:00,15:00
N027,2025-10-02,Flex1,ICU,4,07:00,11:00
N027,2025-10-03,Flex5,B,8,07:00,15:00
N027,2025-10-04,Flex5,C,8,07:00,15:00
N027,2025-10-05,Flex5,B,8,07:00,15:00
N028,2025-09-08,Flex2,B,5,10:00,15:00
N028,2025-09-09,Flex5,ICU,8,07:00,15:00
N028,2025-09-10,Flex6,C,12,07:00,19:00
N028,2025-09-11,Night,B,12,20:00,08:00
N028,2025-09-12,Flex5,ICU,8,07:00,15:00
N028,2025-09-13,Flex4,B,7,12:00,19:00
N028,2025-09-14,PM,A,8,15:00,23:00
N028,2025-09-15,Flex6,C,12,07:00,19:00
N028,2025-09-16,PM,C,8,15:00,23:00
N028,2025-09-17,Flex4,ICU,7,12:00,19:00
N028,2025-09-18,Flex3,A,6,09:00,15:00
N028,2025-09-19,AM,B,8,07:00,15:00
N028,2025-09-20,Night,A,12,20:00,08:00
N028,2025-09-21,Flex4,B,7,12:00,19:00
N028,2025-09-22,Flex3,B,6,09:00,15:00
N028,2025-09-23,Flex3,A,6,09:00,15:00
N028,2025-09-24,Flex4,C,7,12:00,19:00
N028,2025-09-25,AM,A,8,07:00,15:00
N028,2025-09-26,Night,C,12,20:00,08:00
N028,2025-09-27,Flex3,B,6,09:00,15:00
N028,2025-09-28,Night,ICU,12,20:00,08:00
N028,2025-09-29,Flex5,A,8,07:00,15:00
N028,2025-09-30,Flex4,A,7,12:00,19:00
N028,2025-10-01,Flex1,ICU,4,07:00,11:00
N028,2025-10-02,Flex2,C,5,10:00,15:00
N028,2025-10-03,AM,ICU,8,07:00,15:00
N028,2025-10-04,Flex1,A,4,07:00,11:00
N028,2025-10-05,Flex1,C,4,07:00,11:00
N029,2025-09-08,Flex4,ICU,7,12:00,19:00
N029,2025-09-09,PM,B,8,15:00,23:00
N029,2025-09-10,Flex2,A,5,10:00,15:00
N029,2025-09-11,Flex6,ICU,12,07:00,19:00
N029,2025-09-12,Flex1,B,4,07:00,11:00
N029,2025-09-13,AM,ICU,8,07:00,15:00
N029,2025-09-14,Flex2,C,5,10:00,15:00
N029,2025-09-15,Flex6,ICU,12,07:00,19:00
N029,2025-09-16,Flex6,C,12,07:00,19:00
N029,2025-09-17,Flex6,A,12,07:00,19:00
N029,2025-09-18,Flex4,A,7,12:00,19:00
N029,2025-09-19,Flex3,B,6,09:00,15:00
N029,2025-09-20,PM,A,8,15:00,23:00
N029,2025-09-21,Night,B,12,20:00,08:00
N029,2025-09-22,Flex3,B,6,09:00,15:00
N029,2025-09-23,Flex6,A,12,07:00,19:00
N029,2025-09-24,Flex2,A,5,10:00,15:00
N029,2025-09-25,Flex1,A,4,07:00,11:00
N029,2025-09-26,PM,B,8,15:00,23:00
N029,2025-09-27,PM,ICU,8,15:00,23:00
N029,2025-09-28,Flex3,C,6,09:00,15:00
N029,2025-09-29,Flex5,A,8,07:00,15:00
N029,2025-09-30,Flex5,ICU,8,07:00,15:00
N029,2025-10-01,Flex4,B,7,12:00,19:00
N029,2025-10-02,Flex6,A,12,07:00,19:00
N029,2025-10-03,Flex1,A,4,07:00,11:00
N029,2025-10-04,Flex1,C,4,07:00,11:00
N029,2025-10-05,AM,A,8,07:00,15:00
N030,2025-09-08,Flex6,B,12,07:00,19:00
N030,2025-09-09,PM,A,8,15:00,23:00
N030,2025-09-10,AM,C,8,07:00,15:00
N030,2025-09-11,Flex4,B,7,12:00,19:00
N030,2025-09-12,Flex4,B,7,12:00,19:00
N030,2025-09-13,Flex3,B,6,09:00,15:00
N030,2025-09-14,Flex1,A,4,07:00,11:00
N030,2025-09-15,Flex6,A,12,07:00,19:00
N030,2025-09-16,AM,C,8,07:00,15:00
N030,2025-09-17,PM,C,8,15:00,23:00
N030,2025-09-18,Flex1,C,4,07:00,11:00
N030,2025-09-19,Flex3,ICU,6,09:00,15:00
N030,2025-09-20,Flex2,B,5,10:00,15:00
N030,2025-09-21,Flex1,A,4,07:00,11:00
N030,2025-09-22,AM,A,8,07:00,15:00
N030,2025-09-23,AM,C,8,07:00,15:00
N030,2025-09-24,Flex2,B,5,10:00,15:00
N030,2025-09-25,PM,ICU,8,15:00,23:00
N030,2025-09-26,AM,ICU,8,07:00,15:00
N030,2025-09-27,Flex5,C,8,07:00,15:00
N030,2025-09-28,AM,C,8,07:00,15:00
N030,2025-09-29,Flex6,ICU,12,07:00,19:00
N030,2025-09-30,Flex1,ICU,4,07:00,11:00
N030,2025-10-01,Flex4,C,7,12:00,19:00
N030,2025-10-02,PM,ICU,8,15:00,23:00
N030,2025-10-03,Flex5,B,8,07:00,15:00
N030,2025-10-04,Flex3,B,6,09:00,15:00
N030,2025-10-05,Flex1,B,4,07:00,11:00
N031,2025-09-08,Flex3,C,6,09:00,15:00
N031,2025-09-09,PM,A,8,15:00,23:00
N031,2025-09-10,Flex1,B,4,07:00,11:00
N031,2025-09-11,Flex3,ICU,6,09:00,15:00
N031,2025-09-12,Flex2,B,5,10:00,15:00
N031,2025-09-13,Flex4,A,7,12:00,19:00
N031,2025-09-14,Night,B,12,20:00,08:00
N031,2025-09-15,Flex3,A,6,09:00,15:00
N031,2025-09-16,Flex2,ICU,5,10:00,15:00
N031,2025-09-17,Flex1,ICU,4,07:00,11:00
N031,2025-09-18,Flex5,ICU,8,07:00,15:00
N031,2025-09-19,PM,A,8,15:00,23:00
N031,2025-09-20,Flex2,A,5,10:00,15:00
N031,2025-09-21,Flex2,ICU,5,10:00,15:00
N031,2025-09-22,Flex3,B,6,09:00,15:00
N031,2025-09-23,Flex5,B,8,07:00,15:00
N031,2025-09-24,Night,A,12,20:00,08:00
N031,2025-09-25,Flex5,B,8,07:00,15:00
N031,2025-09-26,Flex3,A,6,09:00,15:00
N031,2025-09-27,AM,A,8,07:00,15:00
N031,2025-09-28,Flex5,B,8,07:00,15:00
N031,2025-09-29,Flex6,C,12,07:00,19:00
N031,2025-09-30,Flex3,C,6,09:00,15:00
N031,2025-10-01,Flex6,A,12,07:00,19:00
N031,2025-10-02,PM,C,8,15:00,23:00
N031,2025-10-03,Flex3,B,6,09:00,15:00
N031,2025-10-04,Flex2,ICU,5,10:00,15:00
N031,2025-10-05,Flex2,A,5,10:00,15:00
N032,2025-09-08,Flex1,A,4,07:00,11:00
N032,2025-09-09,Flex2,B,5,10:00,15:00
N032,2025-09-10,Flex5,B,8,07:00,15:00
N032,2025-09-11,Flex4,C,7,12:00,19:00
N032,2025-09-12,Flex3,B,6,09:00,15:00
N032,2025-09-13,PM,B,8,15:00,23:00
N032,2025-09-14,Flex4,C,7,12:00,19:00
N032,2025-09-15,Flex2,A,5,10:00,15:00
N032,2025-09-16,AM,B,8,07:00,15:00
N032,2025-09-17,PM,ICU,8,15:00,23:00
N032,2025-09-18,Flex5,A,8,07:00,15:00
N032,2025-09-19,Flex5,B,8,07:00,15:00
N032,2025-09-20,Flex2,ICU,5,10:00,15:00
N032,2025-09-21,Flex6,C,12,07:00,19:00
N032,2025-09-22,Flex6,B,12,07:00,19:00
N032,2025-09-23,Flex3,A,6,09:00,15:00
N032,2025-09-24,Flex3,ICU,6,09:00,15:00
N032,2025-09-25,Flex1,B,4,07:00,11:00
N032,2025-09-26,Flex5,A,8,07:00,15:00
N032,2025-09-27,Flex3,C,6,09:00,15:00
N032,2025-09-28,PM,C,8,15:00,23:00
N032,2025-09-29,Flex2,ICU,5,10:00,15:00
N032,2025-09-30,Flex1,ICU,4,07:00,11:00
N032,2025-10-01,Flex2,ICU,5,10:00,15:00
N032,2025-10-02,AM,A,8,07:00,15:00
N032,2025-10-03,Flex6,B,12,07:00,19:00
N032,2025-10-04,Night,ICU,12,20:00,08:00
N032,2025-10-05,AM,ICU,8,07:00,15:00
N033,2025-09-08,Flex4,A,7,12:00,19:00
N033,2025-09-09,Flex6,ICU,12,07:00,19:00
N033,2025-09-10,Flex2,B,5,10:00,15:00
N033,2025-09-11,Night,A,12,20:00,08:00
N033,2025-09-12,Flex5,C,8,07:00,15:00
N033,2025-09-13,Night,ICU,12,20:00,08:00
N033,2025-09-14,Flex5,ICU,8,07:00,15:00
N033,2025-09-15,Flex6,ICU,12,07:00,19:00
N033,2025-09-16,AM,B,8,07:00,15:00
N033,2025-09-17,Flex4,A,7,12:00,19:00
N033,2025-09-18,Flex3,B,6,09:00,15:00
N033,2025-09-19,PM,C,8,15:00,23:00
N033,2025-09-20,Flex6,A,12,07:00,19:00
N033,2025-09-21,Flex5,A,8,07:00,15:00
N033,2025-09-22,Night,C,12,20:00,08:00
N033,2025-09-23,Flex2,C,5,10:00,15:00
N033,2025-09-24,Night,A,12,20:00,08:00
N033,2025-09-25,Flex1,ICU,4,07:00,11:00
N033,2025-09-26,Flex2,ICU,5,10:00,15:00
N033,2025-09-27,Flex6,B,12,07:00,19:00
N033,2025-09-28,Flex1,ICU,4,07:00,11:00
N033,2025-09-29,Flex4,B,7,12:00,19:00
N033,2025-09-30,Flex6,C,12,07:00,19:00
N033,2025-10-01,Flex5,C,8,07:00,15:00
N033,2025-10-02,PM,ICU,8,15:00,23:00
N033,2025-10-03,Flex1,ICU,4,07:00,11:00
N033,2025-10-04,PM,A,8,15:00,23:00
N033,2025-10-05,Flex5,A,8,07:00,15:00
N034,2025-09-08,Flex2,B,5,10:00,15:00
N034,2025-09-09,Flex4,A,7,12:00,19:00
N034,2025-09-10,Flex3,B,6,09:00,15:00
N034,2025-09-11,Flex2,B,5,10:00,15:00
N034,2025-09-12,Flex1,B,4,07:00,11:00
N034,2025-09-13,Flex3,A,6,09:00,15:00
N034,2025-09-14,Flex2,C,5,10:00,15:00
N034,2025-09-15,Flex4,ICU,7,12:00,19:00
N034,2025-09-16,Flex2,A,5,10:00,15:00
N034,2025-09-17,Flex6,B,12,07:00,19:00
N034,2025-09-18,AM,B,8,07:00,15:00
N034,2025-09-19,PM,B,8,15:00,23:00
N034,2025-09-20,Night,C,12,20:00,08:00
N034,2025-09-21,Flex2,C,5,10:00,15:00
N034,2025-09-22,AM,ICU,8,07:00,15:00
N034,2025-09-23,Flex1,B,4,07:00,11:00
N034,2025-09-24,Flex2,C,5,10:00,15:00
N034,2025-09-25,Flex1,A,4,07:00,11:00
N034,2025-09-26,Flex2,A,5,10:00,15:00
N034,2025-09-27,Flex1,B,4,07:00,11:00
N034,2025-09-28,AM,B,8,07:00,15:00
N034,2025-09-29,Flex4,C,7,12:00,19:00
N034,2025-09-30,Flex3,C,6,09:00,15:00
N034,2025-10-01,Flex5,C,8,07:00,15:00
N034,2025-10-02,PM,B,8,15:00,23:00
N034,2025-10-03,PM,C,8,15:00,23:00
N034,2025-10-04,Flex2,B,5,10:00,15:00
N034,2025-10-05,Flex4,C,7,12:00,19:00
N035,2025-09-08,Flex5,A,8,07:00,15:00
N035,2025-09-09,Flex2,A,5,10:00,15:00
N035,2025-09-10,Flex6,A,12,07:00,19:00
N035,2025-09-11,Flex2,ICU,5,10:00,15:00
N035,2025-09-12,Flex6,ICU,12,07:00,19:00
N035,2025-09-13,PM,A,8,15:00,23:00
N035,2025-09-14,Flex4,A,7,12:00,19:00
N035,2025-09-15,Flex1,A,4,07:00,11:00
N035,2025-09-16,Flex3,A,6,09:00,15:00
N035,2025-09-17,Flex5,A,8,07:00,15:00
N035,2025-09-18,AM,C,8,07:00,15:00
N035,2025-09-19,Night,B,12,20:00,08:00
N035,2025-09-20,Flex6,A,12,07:00,19:00
N035,2025-09-21,PM,A,8,15:00,23:00
N035,2025-09-22,Flex1,A,4,07:00,11:00
N035,2025-09-23,AM,A,8,07:00,15:00
N035,2025-09-24,Flex3,C,6,09:00,15:00
N035,2025-09-25,Flex1,ICU,4,07:00,11:00
N035,2025-09-26,AM,C,8,07:00,15:00
N035,2025-09-27,PM,C,8,15:00,23:00
N035,2025-09-28,Flex1,A,4,07:00,11:00
N035,2025-09-29,PM,ICU,8,15:00,23:00
N035,2025-09-30,Flex6,B,12,07:00,19:00
N035,2025-10-01,Flex3,C,6,09:00,15:00
N035,2025-10-02,Night,ICU,12,20:00,08:00
N035,2025-10-03,Flex4,A,7,12:00,19:00
N035,2025-10-04,PM,ICU,8,15:00,23:00
N035,2025-10-05,AM,ICU,8,07:00,15:00
N036,2025-09-08,Flex4,C,7,12:00,19:00
N036,2025-09-09,Flex2,B,5,10:00,15:00
N036,2025-09-10,Flex4,ICU,7,12:00,19:00
N036,2025-09-11,Night,B,12,20:00,08:00
N036,2025-09-12,AM,ICU,8,07:00,15:00
N036,2025-09-13,Flex4,C,7,12:00,19:00
N036,2025-09-14,Flex5,ICU,8,07:00,15:00
N036,2025-09-15,PM,C,8,15:00,23:00
N036,2025-09-16,Flex3,A,6,09:00,15:00
N036,2025-09-17,PM,A,8,15:00,23:00
N036,2025-09-18,Flex2,B,5,10:00,15:00
N036,2025-09-19,AM,B,8,07:00,15:00
N036,2025-09-20,Flex2,ICU,5,10:00,15:00
N036,2025-09-21,AM,B,8,07:00,15:00
N036,2025-09-22,Flex3,A,6,09:00,15:00
N036,2025-09-23,Flex1,A,4,07:00,11:00
N036,2025-09-24,Flex3,B,6,09:00,15:00
N036,2025-09-25,Flex4,ICU,7,12:00,19:00
N036,2025-09-26,Flex1,C,4,07:00,11:00
N036,2025-09-27,PM,B,8,15:00,23:00
N036,2025-09-28,AM,A,8,07:00,15:00
N036,2025-09-29,Flex1,ICU,4,07:00,11:00
N036,2025-09-30,Flex4,C,7,12:00,19:00
N036,2025-10-01,Flex3,A,6,09:00,15:00
N036,2025-10-02,Night,C,12,20:00,08:00
N036,2025-10-03,Flex3,B,6,09:00,15:00
N036,2025-10-04,Flex1,ICU,4,07:00,11:00
N036,2025-10-05,Flex6,B,12,07:00,19:00
N037,2025-09-08,Flex5,C,8,07:00,15:00
N037,2025-09-09,Flex6,ICU,12,07:00,19:00
N037,2025-09-10,Flex2,A,5,10:00,15:00
N037,2025-09-11,Flex5,C,8,07:00,15:00
N037,2025-09-12,Night,C,12,20:00,08:00
N037,2025-09-13,Flex3,B,6,09:00,15:00
N037,2025-09-14,Flex3,A,6,09:00,15:00
N037,2025-09-15,Flex2,ICU,5,10:00,15:00
N037,2025-09-16,AM,ICU,8,07:00,15:00
N037,2025-09-17,Flex6,ICU,12,07:00,19:00
N037,2025-09-18,Flex2,B,5,10:00,15:00
N037,2025-09-19,Night,C,12,20:00,08:00
N037,2025-09-20,Flex1,A,4,07:00,11:00
N037,2025-09-21,Flex3,B,6,09:00,15:00
N037,2025-09-22,Flex4,B,7,12:00,19:00
N037,2025-09-23,Flex2,B,5,10:00,15:00
N037,2025-09-24,Flex5,C,8,07:00,15:00
N037,2025-09-25,Flex1,A,4,07:00,11:00
N037,2025-09-26,Flex2,B,5,10:00,15:00
N037,2025-09-27,Flex4,B,7,12:00,19:00
N037,2025-09-28,Flex4,B,7,12:00,19:00
N037,2025-09-29,Flex1,A,4,07:00,11:00
N037,2025-09-30,Flex3,C,6,09:00,15:00
N037,2025-10-01,Flex4,ICU,7,12:00,19:00
N037,2025-10-02,Flex4,B,7,12:00,19:00
N037,2025-10-03,Flex1,A,4,07:00,11:00
N037,2025-10-04,AM,C,8,07:00,15:00
N037,2025-10-05,Flex3,ICU,6,09:00,15:00
N038,2025-09-08,Flex2,ICU,5,10:00,15:00
N038,2025-09-09,Flex6,ICU,12,07:00,19:00
