nurse_node,nurse_id,shift_node,date,shift,ward,start_time,end_time,duration_hours,gat_score
8,N027,568,2025-09-18,Flex5,A,07:00,15:00,8,0.9974482
8,N027,569,2025-09-19,AM,A,07:00,15:00,8,0.9974482
8,N027,570,2025-09-21,Flex2,C,10:00,15:00,5,0.9974482
8,N027,571,2025-09-28,Night,ICU,20:00,08:00,12,0.9974482
8,N027,572,2025-09-29,Night,ICU,20:00,08:00,12,0.9974482
8,N027,573,2025-10-01,Flex5,A,07:00,15:00,8,0.9974482
8,N027,574,2025-10-03,Flex5,B,07:00,15:00,8,0.9974482
8,N027,575,2025-10-04,Flex5,C,07:00,15:00,8,0.9974482
8,N027,576,2025-10-05,Flex5,B,07:00,15:00,8,0.9974482
8,N027,577,2025-09-11,Night,B,20:00,08:00,12,0.9974482
8,N027,578,2025-09-13,Flex4,B,12:00,19:00,7,0.9974482
8,N027,579,2025-09-15,Flex6,C,07:00,19:00,12,0.9974482
8,N027,580,2025-09-18,Flex3,A,09:00,15:00,6,0.9974482
8,N027,581,2025-09-25,AM,A,07:00,15:00,8,0.9974482
8,N027,582,2025-09-26,Night,C,20:00,08:00,12,0.9974482
8,N027,583,2025-09-27,Flex3,B,09:00,15:00,6,0.9974482
8,N027,584,2025-09-30,Flex4,A,12:00,19:00,7,0.9974482
8,N027,585,2025-10-01,Flex1,ICU,07:00,11:00,4,0.9974482
8,N027,586,2025-09-10,Flex2,A,10:00,15:00,5,0.9974482
8,N027,587,2025-09-17,Flex6,A,07:00,19:00,12,0.9974482
8,N027,588,2025-09-19,Flex3,B,09:00,15:00,6,0.9974482
8,N027,589,2025-09-20,PM,A,15:00,23:00,8,0.9974482
8,N027,590,2025-09-25,Flex1,A,07:00,11:00,4,0.9974482
8,N027,591,2025-09-30,Flex5,ICU,07:00,15:00,8,0.9974482
8,N027,592,2025-10-02,Flex6,A,07:00,19:00,12,0.9974482
8,N027,593,2025-10-03,Flex1,A,07:00,11:00,4,0.9974482
8,N027,594,2025-10-05,AM,A,07:00,15:00,8,0.9974482
8,N027,595,2025-09-09,PM,A,15:00,23:00,8,0.9974482
8,N027,596,2025-09-11,Flex4,B,12:00,19:00,7,0.9974482
8,N027,597,2025-09-12,Flex4,B,12:00,19:00,7,0.9974482
8,N027,598,2025-09-14,Flex1,A,07:00,11:00,4,0.9974482
8,N027,599,2025-09-16,AM,C,07:00,15:00,8,0.9974482
8,N027,600,2025-09-17,PM,C,15:00,23:00,8,0.9974482
8,N027,601,2025-09-19,Flex3,ICU,09:00,15:00,6,0.9974482
8,N027,602,2025-09-20,Flex2,B,10:00,15:00,5,0.9974482
8,N027,603,2025-09-22,AM,A,07:00,15:00,8,0.9974482
8,N027,604,2025-09-26,AM,ICU,07:00,15:00,8,0.9974482
8,N027,605,2025-09-27,Flex5,C,07:00,15:00,8,0.9974482
8,N027,606,2025-09-28,AM,C,07:00,15:00,8,0.9974482
8,N027,607,2025-09-30,Flex1,ICU,07:00,11:00,4,0.9974482
8,N027,608,2025-10-02,PM,ICU,15:00,23:00,8,0.9974482
8,N027,609,2025-09-12,Flex2,B,10:00,15:00,5,0.9974482
8,N027,610,2025-09-13,Flex4,A,12:00,19:00,7,0.9974482
8,N027,611,2025-09-14,Night,B,20:00,08:00,12,0.9974482
8,N027,612,2025-09-16,Flex2,ICU,10:00,15:00,5,0.9974482
8,N027,613,2025-09-18,Flex5,ICU,07:00,15:00,8,0.9974482
8,N027,614,2025-09-19,PM,A,15:00,23:00,8,0.9974482
8,N027,615,2025-09-20,Flex2,A,10:00,15:00,5,0.9974482
8,N027,616,2025-09-26,Flex3,A,09:00,15:00,6,0.9974482
8,N027,617,2025-09-30,Flex3,C,09:00,15:00,6,0.9974482
8,N027,618,2025-10-01,Flex6,A,07:00,19:00,12,0.9974482
8,N027,619,2025-10-03,Flex3,B,09:00,15:00,6,0.9974482
8,N027,620,2025-10-05,Flex2,A,10:00,15:00,5,0.9974482
8,N027,621,2025-09-09,Flex2,B,10:00,15:00,5,0.9974482
8,N027,622,2025-09-10,Flex5,B,07:00,15:00,8,0.9974482
8,N027,623,2025-09-11,Flex4,C,12:00,19:00,7,0.9974482
8,N027,624,2025-09-13,PM,B,15:00,23:00,8,0.9974482
8,N027,625,2025-09-14,Flex4,C,12:00,19:00,7,0.9974482
8,N027,626,2025-09-16,AM,B,07:00,15:00,8,0.9974482
8,N027,627,2025-09-20,Flex2,ICU,10:00,15:00,5,0.9974482
8,N027,628,2025-09-21,Flex6,C,07:00,19:00,12,0.9974482
8,N027,629,2025-09-22,Flex6,B,07:00,19:00,12,0.9974482
8,N027,630,2025-09-24,Flex3,ICU,09:00,15:00,6,0.9974482
8,N027,631,2025-09-25,Flex1,B,07:00,11:00,4,0.9974482
8,N027,632,2025-09-26,Flex5,A,07:00,15:00,8,0.9974482
8,N027,633,2025-09-28,PM,C,15:00,23:00,8,0.9974482
8,N027,634,2025-10-03,Flex6,B,07:00,19:00,12,0.9974482
8,N027,635,2025-10-04,Night,ICU,20:00,08:00,12,0.9974482
8,N027,636,2025-09-08,Flex4,A,12:00,19:00,7,0.9974482
8,N027,637,2025-09-10,Flex2,B,10:00,15:00,5,0.9974482
8,N027,638,2025-09-13,Night,ICU,20:00,08:00,12,0.9974482
8,N027,639,2025-09-14,Flex5,ICU,07:00,15:00,8,0.9974482
8,N027,640,2025-09-20,Flex6,A,07:00,19:00,12,0.9974482
8,N027,641,2025-09-21,Flex5,A,07:00,15:00,8,0.9974482
8,N027,642,2025-09-23,Flex2,C,10:00,15:00,5,0.9974482
8,N027,643,2025-09-28,Flex1,ICU,07:00,11:00,4,0.9974482
8,N027,644,2025-09-29,Flex4,B,12:00,19:00,7,0.9974482
8,N027,645,2025-09-30,Flex6,C,07:00,19:00,12,0.9974482
8,N027,646,2025-10-01,Flex5,C,07:00,15:00,8,0.9974482
8,N027,647,2025-10-05,Flex5,A,07:00,15:00,8,0.9974482
8,N027,648,2025-09-10,Flex3,B,09:00,15:00,6,0.9974482
8,N027,649,2025-09-11,Flex2,B,10:00,15:00,5,0.9974482
8,N027,650,2025-09-13,Flex3,A,09:00,15:00,6,0.9974482
8,N027,651,2025-09-15,Flex4,ICU,12:00,19:00,7,0.9974482
8,N027,652,2025-09-16,Flex2,A,10:00,15:00,5,0.9974482
8,N027,653,2025-09-17,Flex6,B,07:00,19:00,12,0.9974482
8,N027,654,2025-09-18,AM,B,07:00,15:00,8,0.9974482
8,N027,655,2025-09-19,PM,B,15:00,23:00,8,0.9974482
8,N027,656,2025-09-22,AM,ICU,07:00,15:00,8,0.9974482
8,N027,657,2025-09-23,Flex1,B,07:00,11:00,4,0.9974482
8,N027,658,2025-09-29,Flex4,C,12:00,19:00,7,0.9974482
8,N027,659,2025-10-04,Flex2,B,10:00,15:00,5,0.9974482
8,N027,660,2025-09-10,Flex6,A,07:00,19:00,12,0.9974482
8,N027,661,2025-09-13,PM,A,15:00,23:00,8,0.9974482
8,N027,662,2025-09-14,Flex4,A,12:00,19:00,7,0.9974482
8,N027,663,2025-09-17,Flex5,A,07:00,15:00,8,0.9974482
8,N027,664,2025-09-23,AM,A,07:00,15:00,8,0.9974482
8,N027,665,2025-09-24,Flex3,C,09:00,15:00,6,0.9974482
8,N027,666,2025-09-27,PM,C,15:00,23:00,8,0.9974482
8,N027,667,2025-09-29,PM,ICU,15:00,23:00,8,0.9974482
8,N027,668,2025-10-01,Flex3,C,09:00,15:00,6,0.9974482
8,N027,669,2025-10-02,Night,ICU,20:00,08:00,12,0.9974482
8,N027,670,2025-10-03,Flex4,A,12:00,19:00,7,0.9974482
8,N027,671,2025-10-04,PM,ICU,15:00,23:00,8,0.9974482
8,N027,672,2025-09-15,PM,C,15:00,23:00,8,0.9974482
8,N027,673,2025-09-17,PM,A,15:00,23:00,8,0.9974482
8,N027,674,2025-09-18,Flex2,B,10:00,15:00,5,0.9974482
8,N027,675,2025-09-26,Flex1,C,07:00,11:00,4,0.9974482
8,N027,676,2025-09-28,AM,A,07:00,15:00,8,0.9974482
8,N027,677,2025-09-30,Flex4,C,12:00,19:00,7,0.9974482
8,N027,678,2025-10-01,Flex3,A,09:00,15:00,6,0.9974482
8,N027,679,2025-10-02,Night,C,20:00,08:00,12,0.9974482
8,N027,680,2025-09-08,Flex5,C,07:00,15:00,8,0.9974482
8,N027,681,2025-09-11,Flex5,C,07:00,15:00,8,0.9974482
8,N027,682,2025-09-17,Flex6,ICU,07:00,19:00,12,0.9974482
8,N027,683,2025-09-19,Night,C,20:00,08:00,12,0.9974482
8,N027,684,2025-09-20,Flex1,A,07:00,11:00,4,0.9974482
8,N027,685,2025-09-21,Flex3,B,09:00,15:00,6,0.9974482
8,N027,686,2025-09-22,Flex4,B,12:00,19:00,7,0.9974482
8,N027,687,2025-09-23,Flex2,B,10:00,15:00,5,0.9974482
8,N027,688,2025-09-24,Flex5,C,07:00,15:00,8,0.9974482
8,N027,689,2025-09-27,Flex4,B,12:00,19:00,7,0.9974482
8,N027,690,2025-09-29,Flex1,A,07:00,11:00,4,0.9974482
8,N027,691,2025-09-08,Flex2,ICU,10:00,15:00,5,0.9974482
8,N027,692,2025-09-11,Night,ICU,20:00,08:00,12,0.9974482
8,N027,693,2025-09-12,PM,C,15:00,23:00,8,0.9974482
8,N027,694,2025-09-13,Flex6,ICU,07:00,19:00,12,0.9974482
8,N027,695,2025-09-15,Flex1,ICU,07:00,11:00,4,0.9974482
8,N027,696,2025-09-17,AM,C,07:00,15:00,8,0.9974482
8,N027,697,2025-09-18,Flex6,B,07:00,19:00,12,0.9974482
8,N027,698,2025-09-23,Flex5,ICU,07:00,15:00,8,0.9974482
8,N027,699,2025-09-28,Flex3,ICU,09:00,15:00,6,0.9974482
8,N027,700,2025-09-29,AM,C,07:00,15:00,8,0.9974482
8,N027,701,2025-10-03,PM,B,15:00,23:00,8,0.9974482
8,N027,702,2025-10-04,Flex2,C,10:00,15:00,5,0.9974482
8,N027,703,2025-10-05,Flex2,B,10:00,15:00,5,0.9974482
8,N027,704,2025-09-11,Flex1,C,07:00,11:00,4,0.9974482
8,N027,705,2025-09-12,PM,ICU,15:00,23:00,8,0.9974482
8,N027,706,2025-09-15,Flex4,C,12:00,19:00,7,0.9974482
8,N027,707,2025-09-16,PM,B,15:00,23:00,8,0.9974482
8,N027,708,2025-09-19,Flex2,B,10:00,15:00,5,0.9974482
8,N027,709,2025-09-21,Flex2,B,10:00,15:00,5,0.9974482
8,N027,710,2025-09-23,Flex1,C,07:00,11:00,4,0.9974482
8,N027,711,2025-09-26,Flex6,B,07:00,19:00,12,0.9974482
8,N027,712,2025-09-28,Flex6,ICU,07:00,19:00,12,0.9974482
8,N027,713,2025-09-29,Flex5,B,07:00,15:00,8,0.9974482
8,N027,714,2025-10-02,Flex4,A,12:00,19:00,7,0.9974482
8,N027,715,2025-10-04,Flex4,B,12:00,19:00,7,0.9974482
8,N027,716,2025-09-10,Flex3,C,09:00,15:00,6,0.9974482
8,N027,717,2025-09-17,AM,B,07:00,15:00,8,0.9974482
8,N027,718,2025-09-19,Flex3,C,09:00,15:00,6,0.9974482
8,N027,719,2025-09-20,PM,B,15:00,23:00,8,0.9974482
8,N027,720,2025-09-22,Flex6,C,07:00,19:00,12,0.9974482
8,N027,721,2025-09-29,Flex3,ICU,09:00,15:00,6,0.9974482
8,N027,722,2025-10-01,Night,B,20:00,08:00,12,0.9974482
9,N001,40,2025-09-08,Flex1,A,07:00,11:00,4,0.9974482
9,N001,41,2025-09-09,Flex3,C,09:00,15:00,6,0.9974482
9,N001,42,2025-09-10,Flex2,C,10:00,15:00,5,0.9974482
9,N001,43,2025-09-11,PM,ICU,15:00,23:00,8,0.9974482
9,N001,44,2025-09-12,Flex4,A,12:00,19:00,7,0.9974482
9,N001,45,2025-09-13,Flex6,C,07:00,19:00,12,0.9974482
9,N001,46,2025-09-14,Flex3,C,09:00,15:00,6,0.9974482
9,N001,47,2025-09-15,Flex4,A,12:00,19:00,7,0.9974482
9,N001,48,2025-09-16,Night,C,20:00,08:00,12,0.9974482
9,N001,49,2025-09-17,Flex3,A,09:00,15:00,6,0.9974482
9,N001,50,2025-09-18,Flex4,A,12:00,19:00,7,0.9974482
9,N001,51,2025-09-19,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,52,2025-09-20,AM,B,07:00,15:00,8,0.9974482
9,N001,53,2025-09-21,AM,ICU,07:00,15:00,8,0.9974482
9,N001,54,2025-09-22,Night,ICU,20:00,08:00,12,0.9974482
9,N001,55,2025-09-23,PM,ICU,15:00,23:00,8,0.9974482
9,N001,56,2025-09-24,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,57,2025-09-25,PM,A,15:00,23:00,8,0.9974482
9,N001,58,2025-09-26,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,59,2025-09-27,PM,ICU,15:00,23:00,8,0.9974482
9,N001,60,2025-09-28,Flex2,C,10:00,15:00,5,0.9974482
9,N001,61,2025-09-29,Flex3,B,09:00,15:00,6,0.9974482
9,N001,62,2025-09-30,PM,ICU,15:00,23:00,8,0.9974482
9,N001,63,2025-10-01,Flex3,ICU,09:00,15:00,6,0.9974482
9,N001,64,2025-10-02,Flex2,B,10:00,15:00,5,0.9974482
9,N001,65,2025-10-03,AM,B,07:00,15:00,8,0.9974482
9,N001,66,2025-10-04,Flex6,C,07:00,19:00,12,0.9974482
9,N001,67,2025-10-05,Flex4,C,12:00,19:00,7,0.9974482
9,N001,68,2025-09-08,Flex4,C,12:00,19:00,7,0.9974482
9,N001,69,2025-09-09,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,70,2025-09-10,PM,A,15:00,23:00,8,0.9974482
9,N001,71,2025-09-11,Flex3,A,09:00,15:00,6,0.9974482
9,N001,72,2025-09-12,Night,B,20:00,08:00,12,0.9974482
9,N001,73,2025-09-13,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,74,2025-09-14,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,75,2025-09-15,Flex3,A,09:00,15:00,6,0.9974482
9,N001,76,2025-09-16,Flex4,C,12:00,19:00,7,0.9974482
9,N001,77,2025-09-17,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,78,2025-09-18,Night,A,20:00,08:00,12,0.9974482
9,N001,79,2025-09-19,Flex2,A,10:00,15:00,5,0.9974482
9,N001,80,2025-09-20,Flex5,B,07:00,15:00,8,0.9974482
9,N001,81,2025-09-21,Flex5,ICU,07:00,15:00,8,0.9974482
9,N001,82,2025-09-22,Flex5,A,07:00,15:00,8,0.9974482
9,N001,83,2025-09-23,Flex5,C,07:00,15:00,8,0.9974482
9,N001,84,2025-09-24,AM,B,07:00,15:00,8,0.9974482
9,N001,85,2025-09-25,Night,B,20:00,08:00,12,0.9974482
9,N001,86,2025-09-26,PM,A,15:00,23:00,8,0.9974482
9,N001,87,2025-09-27,PM,B,15:00,23:00,8,0.9974482
9,N001,88,2025-09-28,Flex5,C,07:00,15:00,8,0.9974482
9,N001,89,2025-09-29,Flex5,ICU,07:00,15:00,8,0.9974482
9,N001,90,2025-09-30,PM,A,15:00,23:00,8,0.9974482
9,N001,91,2025-10-01,Flex2,C,10:00,15:00,5,0.9974482
9,N001,92,2025-10-02,Flex3,C,09:00,15:00,6,0.9974482
9,N001,93,2025-10-03,Night,B,20:00,08:00,12,0.9974482
9,N001,94,2025-10-04,PM,A,15:00,23:00,8,0.9974482
9,N001,95,2025-10-05,Flex1,A,07:00,11:00,4,0.9974482
9,N001,96,2025-09-08,Flex3,B,09:00,15:00,6,0.9974482
9,N001,97,2025-09-09,Flex1,A,07:00,11:00,4,0.9974482
9,N001,98,2025-09-10,AM,C,07:00,15:00,8,0.9974482
9,N001,99,2025-09-11,Flex2,C,10:00,15:00,5,0.9974482
9,N001,100,2025-09-12,Flex4,C,12:00,19:00,7,0.9974482
9,N001,101,2025-09-13,Flex2,C,10:00,15:00,5,0.9974482
9,N001,102,2025-09-14,PM,C,15:00,23:00,8,0.9974482
9,N001,103,2025-09-15,Flex6,A,07:00,19:00,12,0.9974482
9,N001,104,2025-09-16,AM,ICU,07:00,15:00,8,0.9974482
9,N001,105,2025-09-17,Night,A,20:00,08:00,12,0.9974482
9,N001,106,2025-09-18,Flex1,A,07:00,11:00,4,0.9974482
9,N001,107,2025-09-19,Night,B,20:00,08:00,12,0.9974482
9,N001,108,2025-09-20,Flex5,C,07:00,15:00,8,0.9974482
9,N001,109,2025-09-21,Flex6,B,07:00,19:00,12,0.9974482
9,N001,110,2025-09-23,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,111,2025-09-24,Night,C,20:00,08:00,12,0.9974482
9,N001,112,2025-09-25,Flex3,B,09:00,15:00,6,0.9974482
9,N001,113,2025-09-26,PM,C,15:00,23:00,8,0.9974482
9,N001,114,2025-09-27,Flex6,B,07:00,19:00,12,0.9974482
9,N001,115,2025-09-29,AM,B,07:00,15:00,8,0.9974482
9,N001,116,2025-09-30,PM,C,15:00,23:00,8,0.9974482
9,N001,117,2025-10-01,Flex1,B,07:00,11:00,4,0.9974482
9,N001,118,2025-10-02,PM,A,15:00,23:00,8,0.9974482
9,N001,119,2025-10-03,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,120,2025-10-04,Flex5,B,07:00,15:00,8,0.9974482
9,N001,121,2025-10-05,Flex1,C,07:00,11:00,4,0.9974482
9,N001,122,2025-09-08,Flex2,B,10:00,15:00,5,0.9974482
9,N001,123,2025-09-09,PM,ICU,15:00,23:00,8,0.9974482
9,N001,124,2025-09-11,Flex4,A,12:00,19:00,7,0.9974482
9,N001,125,2025-09-12,Flex6,ICU,07:00,19:00,12,0.9974482
9,N001,126,2025-09-14,AM,C,07:00,15:00,8,0.9974482
9,N001,127,2025-09-15,Flex5,B,07:00,15:00,8,0.9974482
9,N001,128,2025-09-16,Flex3,A,09:00,15:00,6,0.9974482
9,N001,129,2025-09-17,Flex1,B,07:00,11:00,4,0.9974482
9,N001,130,2025-09-18,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,131,2025-09-19,Flex5,B,07:00,15:00,8,0.9974482
9,N001,132,2025-09-20,Flex5,ICU,07:00,15:00,8,0.9974482
9,N001,133,2025-09-21,Night,ICU,20:00,08:00,12,0.9974482
9,N001,134,2025-09-22,Flex3,A,09:00,15:00,6,0.9974482
9,N001,135,2025-09-23,Flex5,A,07:00,15:00,8,0.9974482
9,N001,136,2025-09-24,Flex4,C,12:00,19:00,7,0.9974482
9,N001,137,2025-09-25,Flex4,B,12:00,19:00,7,0.9974482
9,N001,138,2025-09-27,Flex1,A,07:00,11:00,4,0.9974482
9,N001,139,2025-09-28,Flex2,A,10:00,15:00,5,0.9974482
9,N001,140,2025-09-29,Flex5,A,07:00,15:00,8,0.9974482
9,N001,141,2025-09-30,Flex6,B,07:00,19:00,12,0.9974482
9,N001,142,2025-10-01,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,143,2025-10-02,Flex1,B,07:00,11:00,4,0.9974482
9,N001,144,2025-10-03,AM,ICU,07:00,15:00,8,0.9974482
9,N001,145,2025-10-05,Flex1,B,07:00,11:00,4,0.9974482
9,N001,146,2025-09-08,Flex1,B,07:00,11:00,4,0.9974482
9,N001,147,2025-09-09,AM,B,07:00,15:00,8,0.9974482
9,N001,148,2025-09-10,Night,ICU,20:00,08:00,12,0.9974482
9,N001,149,2025-09-11,PM,A,15:00,23:00,8,0.9974482
9,N001,150,2025-09-12,Flex5,B,07:00,15:00,8,0.9974482
9,N001,151,2025-09-13,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,152,2025-09-14,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,153,2025-09-16,Flex2,B,10:00,15:00,5,0.9974482
9,N001,154,2025-09-17,Flex1,C,07:00,11:00,4,0.9974482
9,N001,155,2025-09-18,Flex6,C,07:00,19:00,12,0.9974482
9,N001,156,2025-09-19,Flex6,A,07:00,19:00,12,0.9974482
9,N001,157,2025-09-20,PM,ICU,15:00,23:00,8,0.9974482
9,N001,158,2025-09-21,Flex4,C,12:00,19:00,7,0.9974482
9,N001,159,2025-09-22,PM,B,15:00,23:00,8,0.9974482
9,N001,160,2025-09-23,Flex6,ICU,07:00,19:00,12,0.9974482
9,N001,161,2025-09-24,Flex2,B,10:00,15:00,5,0.9974482
9,N001,162,2025-09-25,PM,B,15:00,23:00,8,0.9974482
9,N001,163,2025-09-26,Night,ICU,20:00,08:00,12,0.9974482
9,N001,164,2025-09-27,Flex2,A,10:00,15:00,5,0.9974482
9,N001,165,2025-09-28,PM,B,15:00,23:00,8,0.9974482
9,N001,166,2025-09-29,Flex2,C,10:00,15:00,5,0.9974482
9,N001,167,2025-09-30,AM,A,07:00,15:00,8,0.9974482
9,N001,168,2025-10-01,PM,ICU,15:00,23:00,8,0.9974482
9,N001,169,2025-10-02,Night,B,20:00,08:00,12,0.9974482
9,N001,170,2025-10-03,Flex6,C,07:00,19:00,12,0.9974482
9,N001,171,2025-10-05,Flex5,ICU,07:00,15:00,8,0.9974482
9,N001,172,2025-09-08,AM,C,07:00,15:00,8,0.9974482
9,N001,173,2025-09-09,Flex4,A,12:00,19:00,7,0.9974482
9,N001,174,2025-09-11,Flex2,A,10:00,15:00,5,0.9974482
9,N001,175,2025-09-12,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,176,2025-09-13,Night,C,20:00,08:00,12,0.9974482
9,N001,177,2025-09-14,Flex5,C,07:00,15:00,8,0.9974482
9,N001,178,2025-09-15,Night,C,20:00,08:00,12,0.9974482
9,N001,179,2025-09-16,Flex2,C,10:00,15:00,5,0.9974482
9,N001,180,2025-09-18,Night,C,20:00,08:00,12,0.9974482
9,N001,181,2025-09-19,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,182,2025-09-20,Flex5,A,07:00,15:00,8,0.9974482
9,N001,183,2025-09-21,AM,A,07:00,15:00,8,0.9974482
9,N001,184,2025-09-23,AM,C,07:00,15:00,8,0.9974482
9,N001,185,2025-09-25,PM,ICU,15:00,23:00,8,0.9974482
9,N001,186,2025-09-26,Flex2,B,10:00,15:00,5,0.9974482
9,N001,187,2025-09-27,Flex3,A,09:00,15:00,6,0.9974482
9,N001,188,2025-09-28,Flex2,B,10:00,15:00,5,0.9974482
9,N001,189,2025-09-29,PM,C,15:00,23:00,8,0.9974482
9,N001,190,2025-09-30,Flex1,B,07:00,11:00,4,0.9974482
9,N001,191,2025-10-01,Night,A,20:00,08:00,12,0.9974482
9,N001,192,2025-10-02,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,193,2025-10-03,Flex3,C,09:00,15:00,6,0.9974482
9,N001,194,2025-10-04,Flex3,A,09:00,15:00,6,0.9974482
9,N001,195,2025-10-05,Flex2,C,10:00,15:00,5,0.9974482
9,N001,196,2025-09-08,Flex3,A,09:00,15:00,6,0.9974482
9,N001,197,2025-09-09,Flex5,A,07:00,15:00,8,0.9974482
9,N001,198,2025-09-10,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,199,2025-09-11,PM,B,15:00,23:00,8,0.9974482
9,N001,200,2025-09-12,Flex3,C,09:00,15:00,6,0.9974482
9,N001,201,2025-09-13,Flex3,B,09:00,15:00,6,0.9974482
9,N001,202,2025-09-14,PM,A,15:00,23:00,8,0.9974482
9,N001,203,2025-09-15,Flex5,A,07:00,15:00,8,0.9974482
9,N001,204,2025-09-16,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,205,2025-09-17,AM,ICU,07:00,15:00,8,0.9974482
9,N001,206,2025-09-18,AM,A,07:00,15:00,8,0.9974482
9,N001,207,2025-09-19,Flex1,A,07:00,11:00,4,0.9974482
9,N001,208,2025-09-20,PM,C,15:00,23:00,8,0.9974482
9,N001,209,2025-09-21,Flex4,B,12:00,19:00,7,0.9974482
9,N001,210,2025-09-22,Flex1,A,07:00,11:00,4,0.9974482
9,N001,211,2025-09-23,Flex3,A,09:00,15:00,6,0.9974482
9,N001,212,2025-09-24,Night,A,20:00,08:00,12,0.9974482
9,N001,213,2025-09-26,Flex5,C,07:00,15:00,8,0.9974482
9,N001,214,2025-09-28,Flex1,A,07:00,11:00,4,0.9974482
9,N001,215,2025-09-29,Flex4,A,12:00,19:00,7,0.9974482
9,N001,216,2025-09-30,Night,B,20:00,08:00,12,0.9974482
9,N001,217,2025-10-01,Flex2,A,10:00,15:00,5,0.9974482
9,N001,218,2025-10-02,Flex1,A,07:00,11:00,4,0.9974482
9,N001,219,2025-10-03,Flex6,ICU,07:00,19:00,12,0.9974482
9,N001,220,2025-10-05,PM,A,15:00,23:00,8,0.9974482
9,N001,221,2025-09-09,Flex1,C,07:00,11:00,4,0.9974482
9,N001,222,2025-09-10,Night,B,20:00,08:00,12,0.9974482
9,N001,223,2025-09-11,AM,ICU,07:00,15:00,8,0.9974482
9,N001,224,2025-09-12,Flex1,B,07:00,11:00,4,0.9974482
9,N001,225,2025-09-13,Night,A,20:00,08:00,12,0.9974482
9,N001,226,2025-09-14,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,227,2025-09-18,Flex2,A,10:00,15:00,5,0.9974482
9,N001,228,2025-09-19,PM,C,15:00,23:00,8,0.9974482
9,N001,229,2025-09-20,Flex3,A,09:00,15:00,6,0.9974482
9,N001,230,2025-09-21,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,231,2025-09-22,Night,A,20:00,08:00,12,0.9974482
9,N001,232,2025-09-23,Flex6,A,07:00,19:00,12,0.9974482
9,N001,233,2025-09-24,Flex5,B,07:00,15:00,8,0.9974482
9,N001,234,2025-09-25,Flex5,B,07:00,15:00,8,0.9974482
9,N001,235,2025-09-27,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,236,2025-09-28,Flex4,B,12:00,19:00,7,0.9974482
9,N001,237,2025-09-29,Flex4,ICU,12:00,19:00,7,0.9974482
9,N001,238,2025-09-30,Flex6,A,07:00,19:00,12,0.9974482
9,N001,239,2025-10-01,Flex3,B,09:00,15:00,6,0.9974482
9,N001,240,2025-10-02,PM,B,15:00,23:00,8,0.9974482
9,N001,241,2025-10-03,Night,A,20:00,08:00,12,0.9974482
9,N001,242,2025-10-05,PM,B,15:00,23:00,8,0.9974482
9,N001,243,2025-09-08,AM,A,07:00,15:00,8,0.9974482
9,N001,244,2025-09-10,Flex6,C,07:00,19:00,12,0.9974482
9,N001,245,2025-09-12,Flex1,ICU,07:00,11:00,4,0.9974482
9,N001,246,2025-09-13,Flex1,B,07:00,11:00,4,0.9974482
9,N001,247,2025-09-14,Flex3,A,09:00,15:00,6,0.9974482
9,N001,248,2025-09-15,PM,B,15:00,23:00,8,0.9974482
9,N001,249,2025-09-16,Flex4,B,12:00,19:00,7,0.9974482
9,N001,250,2025-09-17,Flex3,ICU,09:00,15:00,6,0.9974482
9,N001,251,2025-09-18,AM,C,07:00,15:00,8,0.9974482
9,N001,252,2025-09-19,PM,ICU,15:00,23:00,8,0.9974482
9,N001,253,2025-09-20,Flex3,B,09:00,15:00,6,0.9974482
9,N001,254,2025-09-22,Flex5,C,07:00,15:00,8,0.9974482
9,N001,255,2025-09-23,Flex6,B,07:00,19:00,12,0.9974482
9,N001,256,2025-09-24,Flex2,C,10:00,15:00,5,0.9974482
9,N001,257,2025-09-26,Flex2,A,10:00,15:00,5,0.9974482
9,N001,258,2025-09-27,Flex6,ICU,07:00,19:00,12,0.9974482
9,N001,259,2025-09-28,Flex5,B,07:00,15:00,8,0.9974482
9,N001,260,2025-09-29,Flex2,ICU,10:00,15:00,5,0.9974482
9,N001,261,2025-09-30,PM,B,15:00,23:00,8,0.9974482
9,N001,262,2025-10-01,Flex5,ICU,07:00,15:00,8,0.9974482
9,N001,263,2025-10-02,AM,ICU,07:00,15:00,8,0.9974482
